embryo_id,bf_f_infocus,if_zsum,Score_str,Uniformly_sampled_timepoint,cv0_split0,cv0_split1,cv0_split2,cv0_split3,cv0_split4,cv1_split0,cv1_split1,cv1_split2,cv1_split3,cv1_split4,cv2_split0,cv2_split1,cv2_split2,cv2_split3,cv2_split4,cv3_split0,cv3_split1,cv3_split2,cv3_split3,cv3_split4,cv4_split0,cv4_split1,cv4_split2,cv4_split3,cv4_split4
ds1_224,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_224.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_224.tif,normal,138,train,train,test,train,train,test,train,train,train,train,test,train,train,train,val,train,val,train,train,test,train,val,val,test,val
ds1_225,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_225.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_225.tif,abnormal,136,val,test,train,train,train,train,val,test,train,train,train,train,test,train,train,test,train,train,train,train,train,val,train,train,test
ds1_226,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_226.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_226.tif,abnormal,140,test,train,train,val,train,val,val,train,test,train,test,train,train,train,train,train,val,train,val,test,train,test,train,train,train
ds1_227,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_227.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_227.tif,abnormal,143,train,val,train,test,train,train,train,val,train,test,train,train,train,test,train,test,train,train,val,train,train,test,train,train,train
ds1_228,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_228.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_228.tif,normal,140,train,test,train,train,train,test,train,train,train,val,train,train,test,val,train,train,val,val,train,test,train,test,val,train,train
ds1_229,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_229.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_229.tif,normal,140,train,train,train,val,test,train,train,test,val,train,val,train,test,train,train,train,val,train,test,val,val,train,test,val,train
ds1_230,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_230.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_230.tif,abnormal,150,train,train,train,val,test,val,val,train,val,test,train,train,test,train,train,train,test,train,train,train,train,train,train,test,train
ds1_231,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_231.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_231.tif,normal,150,train,test,train,train,train,test,train,val,train,val,train,train,train,test,val,train,test,val,train,val,train,train,val,test,train
ds1_232,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_232.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_232.tif,normal,123,train,train,test,val,train,train,train,train,test,train,val,train,test,train,train,train,val,train,test,train,test,val,val,train,train
ds1_233,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_233.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_233.tif,abnormal,134,train,test,train,train,val,test,val,train,train,train,train,train,test,train,train,test,val,train,train,val,train,val,train,train,test
ds1_234,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_234.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_234.tif,abnormal,134,test,val,train,train,train,train,train,val,train,test,val,train,train,val,test,train,train,train,train,test,train,test,train,train,train
ds1_235,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_235.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_235.tif,abnormal,138,val,train,test,train,train,train,val,train,val,test,test,train,train,train,train,train,train,train,val,test,train,val,train,train,test
ds1_236,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_236.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_236.tif,abnormal,117,val,train,train,test,train,train,test,train,train,train,val,train,train,train,test,val,test,train,train,train,train,test,val,train,val
ds1_237,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_237.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_237.tif,abnormal,133,train,train,val,val,test,test,train,train,train,train,train,test,train,train,train,test,train,train,train,train,train,train,val,train,test
ds1_238,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_238.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_238.tif,normal,120,test,train,train,train,train,train,val,val,train,test,test,train,train,train,train,train,test,val,train,train,val,val,test,train,val
ds1_239,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_239.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_239.tif,normal,145,val,test,train,train,train,train,train,train,train,test,test,val,train,train,train,train,train,test,train,train,train,test,train,train,train
ds1_240,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_240.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_240.tif,abnormal,144,val,test,train,val,train,train,train,test,train,train,test,train,train,train,train,train,train,test,train,train,train,train,train,val,test
ds1_241,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_241.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_241.tif,abnormal,131,train,test,val,train,val,train,train,train,train,test,test,val,val,train,train,val,train,test,val,val,train,train,train,train,test
ds1_242,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_242.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_242.tif,abnormal,120,test,train,train,val,train,train,train,test,train,train,val,val,train,test,train,train,val,test,train,train,train,train,train,test,train
ds1_243,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_243.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_243.tif,abnormal,145,val,test,val,train,train,train,train,val,train,test,train,train,train,train,test,test,train,train,train,val,train,train,test,val,train
ds1_244,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_244.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_244.tif,abnormal,135,train,test,train,val,train,train,test,train,train,train,test,val,train,val,train,train,train,test,train,val,train,test,train,val,train
ds1_245,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_245.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_245.tif,abnormal,136,test,train,val,train,val,train,val,train,train,test,test,train,train,val,val,val,train,train,train,test,train,test,train,train,train
ds1_246,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_246.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_246.tif,abnormal,136,train,train,test,val,val,test,val,train,train,val,train,train,test,train,train,test,train,val,train,train,train,train,train,train,test
ds1_247,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_247.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_247.tif,abnormal,135,train,train,test,train,train,train,test,val,train,val,train,val,train,train,test,train,train,test,train,train,train,val,train,train,test
ds1_248,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_248.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_248.tif,abnormal,141,val,val,test,train,train,train,test,train,train,train,val,test,train,train,train,test,train,val,train,train,val,train,test,train,train
ds1_249,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_249.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_249.tif,abnormal,140,val,train,train,val,test,test,train,val,val,train,test,val,train,train,train,train,train,train,test,val,val,train,train,train,test
ds1_250,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_250.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_250.tif,abnormal,140,train,train,train,test,train,test,train,train,val,train,train,val,train,test,train,train,val,test,train,train,train,test,val,train,train
ds1_251,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_251.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_251.tif,abnormal,132,train,test,train,train,train,train,test,train,train,val,train,val,train,test,train,train,test,val,train,val,train,test,val,train,train
ds1_252,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_252.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_252.tif,abnormal,133,train,train,train,val,test,test,train,train,train,train,train,train,test,train,train,train,train,train,val,test,train,val,train,train,test
ds1_253,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_253.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_253.tif,normal,125,train,test,val,train,train,train,train,train,test,train,train,train,val,train,test,train,train,train,train,test,test,train,train,train,train
ds1_254,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_254.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_254.tif,normal,137,test,val,train,train,val,train,train,test,train,train,train,train,train,train,test,train,test,train,val,val,test,train,train,train,val
ds1_255,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_255.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_255.tif,abnormal,145,test,val,val,train,train,train,train,train,test,train,train,test,val,val,train,test,train,train,val,train,train,train,val,test,val
ds1_256,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_256.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_256.tif,abnormal,144,train,train,train,test,train,train,test,train,val,val,val,train,test,val,train,test,train,train,train,train,train,val,train,train,test
ds1_257,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_257.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_257.tif,normal,140,train,train,train,train,test,test,train,train,train,train,test,train,train,train,train,test,val,train,train,train,val,test,train,train,train
ds1_258,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_258.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_258.tif,abnormal,134,train,val,val,test,train,train,train,val,train,test,val,train,test,val,train,train,train,train,test,train,train,test,train,train,train
ds1_259,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_259.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_259.tif,abnormal,140,test,train,train,train,train,train,test,train,train,train,test,train,train,train,train,test,val,train,val,train,train,train,train,test,train
ds1_260,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_260.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_260.tif,normal,140,test,train,train,train,train,train,test,train,val,train,train,train,test,train,val,train,train,test,train,train,train,train,test,train,train
ds1_261,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_261.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_261.tif,abnormal,140,train,train,train,test,train,val,train,test,val,val,train,test,train,train,train,train,val,test,val,train,train,train,train,test,train
ds1_262,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_262.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_262.tif,abnormal,144,val,train,train,test,train,train,train,val,train,test,train,train,train,test,train,test,val,train,train,train,train,train,test,train,train
ds1_263,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_263.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_263.tif,abnormal,140,test,train,train,train,train,val,train,train,val,test,train,train,test,val,train,train,train,train,train,test,test,train,train,train,val
ds1_264,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_264.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_264.tif,normal,136,test,train,train,train,train,train,train,test,train,val,val,train,test,train,train,test,val,val,train,train,test,val,train,train,train
ds1_265,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_265.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_265.tif,abnormal,137,train,test,val,val,train,train,test,train,train,train,train,train,train,test,train,train,train,val,test,val,val,val,train,train,test
ds1_266,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_266.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_266.tif,abnormal,136,val,val,train,test,train,train,train,train,test,train,train,train,test,train,train,train,train,val,train,test,train,train,train,test,val
ds1_267,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_267.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_267.tif,normal,120,train,train,train,train,test,test,train,val,train,train,val,val,test,val,train,train,test,train,train,train,train,train,train,train,test
ds1_268,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_268.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_268.tif,normal,153,train,train,train,train,test,val,train,train,train,test,val,test,train,train,train,val,train,train,train,test,test,train,train,train,train
ds1_269,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_269.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_269.tif,abnormal,122,train,train,test,val,train,train,train,val,test,train,test,val,val,train,train,train,train,train,test,train,train,train,test,train,train
ds1_270,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_270.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_270.tif,abnormal,143,train,train,train,test,train,train,val,train,train,test,train,test,train,train,val,train,train,val,test,val,train,test,train,train,train
ds1_271,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_271.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_271.tif,abnormal,138,train,train,test,train,train,train,val,train,test,train,train,test,train,val,val,train,train,train,val,test,train,train,train,val,test
ds1_272,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_272.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_272.tif,abnormal,138,train,train,train,train,test,train,test,train,val,train,train,train,train,val,test,train,train,test,train,train,train,train,test,train,train
ds1_273,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_273.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_273.tif,abnormal,125,train,train,test,val,train,train,train,test,train,train,train,val,test,val,train,test,val,train,train,train,val,test,train,train,train
ds1_274,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_274.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_274.tif,abnormal,130,test,val,train,train,train,test,val,train,train,val,train,test,train,train,val,val,val,test,train,train,train,train,test,train,train
ds1_275,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_275.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_275.tif,abnormal,140,test,train,train,train,val,val,test,train,train,train,train,test,train,train,train,train,test,train,train,train,test,train,train,train,val
ds1_276,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_276.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_276.tif,normal,150,train,train,train,test,train,train,test,train,train,val,train,train,val,val,test,train,val,test,val,val,train,train,val,test,train
ds1_277,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_277.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_277.tif,abnormal,140,train,val,test,train,val,train,train,train,train,test,train,train,test,train,train,train,train,val,train,test,train,test,train,train,val
ds1_278,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_278.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_278.tif,normal,114,val,train,train,train,test,train,test,train,train,train,test,train,train,train,val,train,test,train,train,train,train,test,train,train,val
ds1_279,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_279.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_279.tif,normal,140,train,test,train,train,train,test,train,train,train,train,test,train,train,train,train,test,train,train,train,train,test,train,train,train,train
ds1_280,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_280.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_280.tif,abnormal,146,train,train,train,test,train,train,train,train,test,train,train,test,train,train,train,train,train,train,train,test,train,train,test,train,train
ds1_281,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_281.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_281.tif,abnormal,125,val,train,train,test,train,test,train,train,train,train,train,train,train,train,test,train,test,train,train,train,train,train,train,train,test
ds1_282,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_282.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_282.tif,abnormal,131,train,test,train,train,train,test,val,val,train,train,train,train,test,train,train,train,test,val,train,train,test,train,train,train,train
ds1_283,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_283.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_283.tif,abnormal,138,test,train,val,val,train,train,test,train,train,val,train,test,train,train,train,train,train,test,train,val,val,test,train,train,train
ds1_284,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_284.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_284.tif,abnormal,121,train,test,train,train,train,val,val,train,val,test,val,train,train,test,train,train,val,train,test,val,train,train,train,test,train
ds1_285,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_285.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_285.tif,abnormal,140,val,train,train,train,test,train,val,test,train,train,train,train,test,train,val,train,train,test,train,train,train,val,test,train,train
ds1_286,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_286.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_286.tif,normal,153,train,val,train,test,train,train,test,train,train,train,val,train,val,test,val,train,train,train,train,test,train,train,train,val,test
ds1_287,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_287.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_287.tif,abnormal,140,val,val,train,test,train,train,train,test,train,train,train,train,train,train,test,train,train,train,test,train,train,train,val,train,test
ds1_288,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_288.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_288.tif,abnormal,142,train,test,train,val,train,test,train,train,train,train,train,train,test,train,train,train,train,train,train,test,train,train,train,test,train
ds1_289,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_289.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_289.tif,abnormal,120,val,train,test,val,train,train,val,test,val,val,train,train,train,test,train,train,test,train,train,train,train,val,test,train,train
ds1_290,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_290.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_290.tif,abnormal,142,val,test,train,train,val,test,val,train,val,train,train,train,train,test,train,test,train,train,train,train,test,train,train,train,train
ds1_291,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_291.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_291.tif,abnormal,151,train,train,train,test,val,val,train,train,val,test,train,train,train,train,test,train,train,train,test,train,train,test,train,val,train
ds1_292,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_292.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_292.tif,abnormal,144,test,train,val,train,train,train,train,train,train,test,train,val,test,val,train,train,train,train,test,train,train,test,train,train,train
ds1_293,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_293.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_293.tif,abnormal,135,train,train,train,train,test,train,val,train,train,test,train,test,train,train,train,test,train,train,train,train,train,test,train,train,val
ds1_294,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_294.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_294.tif,abnormal,121,train,train,test,train,train,train,train,test,train,val,train,train,train,train,test,val,val,train,train,test,train,test,train,val,val
ds1_295,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_295.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_295.tif,normal,134,test,train,val,train,val,train,train,train,test,train,train,train,train,train,test,train,train,train,test,train,train,test,val,val,train
ds1_296,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_296.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_296.tif,normal,153,train,test,train,val,val,train,train,test,train,train,test,train,train,train,train,test,val,train,val,train,train,train,test,train,train
ds1_297,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_297.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_297.tif,abnormal,145,test,train,val,train,train,train,train,train,test,train,train,val,train,test,val,val,test,train,train,train,train,train,train,train,test
ds1_298,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_298.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_298.tif,abnormal,121,train,train,test,train,train,train,val,train,test,train,val,test,val,val,val,train,train,train,train,test,val,val,test,train,train
ds1_299,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_299.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_299.tif,abnormal,126,val,train,test,train,train,val,val,train,train,test,train,train,train,test,train,val,test,train,train,val,test,train,train,train,train
ds1_300,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_300.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_300.tif,abnormal,140,train,val,train,train,test,test,train,train,val,train,test,train,train,train,train,train,train,train,test,train,test,train,train,train,val
ds1_301,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_301.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_301.tif,abnormal,130,val,test,train,train,train,train,test,train,val,val,train,test,train,train,train,val,train,train,test,train,train,test,train,train,train
ds1_302,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_302.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_302.tif,abnormal,119,train,train,train,train,test,train,train,test,val,train,train,train,train,test,val,val,train,train,test,train,train,test,train,train,train
ds1_303,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_303.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_303.tif,abnormal,143,train,test,val,train,train,train,train,train,test,val,val,train,train,test,val,test,val,train,train,train,train,train,train,test,train
ds1_304,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/infocus/ds1_304.tif,/mnt/lsdf_iai-aida/Daten_Deininger/projects/embryo_project/data_paper/ifzsum/ds1_304.tif,abnormal,142,train,train,train,test,train,train,train,test,train,train,test,val,train,val,train,train,train,train,test,train,train,test,train,train,train
